case_idx,query_field,query,target_path,target_in_index,category,hit_top5,rank,result_paths,result_paths_list,problem_type,problem_priority,rank_sort,reason_bucket,target_top_dir,target_parent,top1_path,any_same_parent,any_same_top_dir
27,simple_task_zh,我想查找关于诊断功能（如UDS或DoIP）的示例工程说明。,SampConf/SampConfsDiagnostics.md,True,查询针对特定复杂任务提供的实现方案说明(Guidelines / Examples),False,,"['SampConf/J1939/CANoe/Diagnostics/UDSonJ1939/UDSonJ1939OverviewCN.md', 'SampConf/CAN/CANoe/Diagnostics/UDSSystemCN.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagDescBasic.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticDoIP.md', 'SampConf/CAN/CANoe/Diagnostics/UDSBasicCN.md']","['SampConf/J1939/CANoe/Diagnostics/UDSonJ1939/UDSonJ1939OverviewCN.md', 'SampConf/CAN/CANoe/Diagnostics/UDSSystemCN.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagDescBasic.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticDoIP.md', 'SampConf/CAN/CANoe/Diagnostics/UDSBasicCN.md']",miss,0,99.0,same_top_module_candidates,SampConf,SampConf,SampConf/J1939/CANoe/Diagnostics/UDSonJ1939/UDSonJ1939OverviewCN.md,False,True
27,complex_task_zh,我需要学习如何在CANoe中配置和测试诊断协议。我想查看一些具体的示例配置，比如基础的UDS诊断仿真、基于以太网的DoIP传输，或者是涉及安全访问（Security Access）和故障存储器（Fault Memory）管理的案例。我需要了解这些示例分别演示了哪些关键特性以及如何运行它们。,SampConf/SampConfsDiagnostics.md,True,查询针对特定复杂任务提供的实现方案说明(Guidelines / Examples),False,,"['CANoeCANalyzer/Diagnostics/Test/DiagDiagnosticTester.md', 'CANoeCANalyzer/Diagnostics/Test/DiagnosticsAndTesting.md', 'SampConf/CAN/CANoe/CANSystemDemo/Functions/FunctionOverviewCANSystemDemoCN.md', 'SampConf/CAN/CANoe/Diagnostics/UDSBasicCN.md', 'SampConf/CAN/CANoe/Diagnostics/UDSSystemCN.md']","['CANoeCANalyzer/Diagnostics/Test/DiagDiagnosticTester.md', 'CANoeCANalyzer/Diagnostics/Test/DiagnosticsAndTesting.md', 'SampConf/CAN/CANoe/CANSystemDemo/Functions/FunctionOverviewCANSystemDemoCN.md', 'SampConf/CAN/CANoe/Diagnostics/UDSBasicCN.md', 'SampConf/CAN/CANoe/Diagnostics/UDSSystemCN.md']",miss,0,99.0,same_top_module_candidates,SampConf,SampConf,CANoeCANalyzer/Diagnostics/Test/DiagDiagnosticTester.md,False,True
27,simple_task_en,I want to find sample project descriptions for diagnostic functions (such as UDS or DoIP).,SampConf/SampConfsDiagnostics.md,True,查询针对特定复杂任务提供的实现方案说明(Guidelines / Examples),False,,"['CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagDescOther.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagDescBasic.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticDoIP.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagnosticsMDXHints.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagDescConf.md']","['CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagDescOther.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagDescBasic.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticDoIP.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagnosticsMDXHints.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagDescConf.md']",miss,0,99.0,semantic_drift_or_sparse_signal,SampConf,SampConf,CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagDescOther.md,False,False
27,complex_task_en,"I need to learn how to configure and test diagnostic protocols in CANoe. I want to see specific sample configurations, such as basic UDS diagnostic simulation, Ethernet-based DoIP transmission, or cases involving security access and fault memory management. I need to understand which key features these examples demonstrate and how to run them.",SampConf/SampConfsDiagnostics.md,True,查询针对特定复杂任务提供的实现方案说明(Guidelines / Examples),False,,"['CANoeCANalyzer/Diagnostics/Test/DiagDiagnosticTester.md', 'SampConf/CAN/CANoe/Diagnostics/UDSBasicCN.md', 'CANoeCANalyzer/Diagnostics/DiagnosticsConcept.md', 'SampConf/CAN/CANoe/CANSystemDemo/Functions/FunctionOverviewCANSystemDemoCN.md', 'CANoeCANalyzer/Diagnostics/Test/DiagnosticsAndTesting.md']","['CANoeCANalyzer/Diagnostics/Test/DiagDiagnosticTester.md', 'SampConf/CAN/CANoe/Diagnostics/UDSBasicCN.md', 'CANoeCANalyzer/Diagnostics/DiagnosticsConcept.md', 'SampConf/CAN/CANoe/CANSystemDemo/Functions/FunctionOverviewCANSystemDemoCN.md', 'CANoeCANalyzer/Diagnostics/Test/DiagnosticsAndTesting.md']",miss,0,99.0,same_top_module_candidates,SampConf,SampConf,CANoeCANalyzer/Diagnostics/Test/DiagDiagnosticTester.md,False,True
35,simple_task_zh,我想查询在CAPL中如何定义一个无论是否有更具体的处理器都会被执行的事件处理程序。,CAPLFunctions/Other/CAPLfunctionsBoxedEventProceduresOverview.md,True,查询事件规程/事件处理程序,False,,"['Shared/CAPL/General/EventProceduresOverview.md', 'CAPLFunctions/Other/CAPLfunctionsEventProceduresOverview.md', 'CAPLFunctions/Other/CAPLGeneralStartPage.md', 'QuickStartGuide/11CreatingCAPLProgramm/11CreatingCAPLProgramm.md', 'CANoeCANalyzer/Interfaces/MATLAB/CANoeIOLibrary/MATLABioLibCAPLhandler.md']","['Shared/CAPL/General/EventProceduresOverview.md', 'CAPLFunctions/Other/CAPLfunctionsEventProceduresOverview.md', 'CAPLFunctions/Other/CAPLGeneralStartPage.md', 'QuickStartGuide/11CreatingCAPLProgramm/11CreatingCAPLProgramm.md', 'CANoeCANalyzer/Interfaces/MATLAB/CANoeIOLibrary/MATLABioLibCAPLhandler.md']",miss,0,99.0,same_parent_candidates,CAPLFunctions,CAPLFunctions/Other,Shared/CAPL/General/EventProceduresOverview.md,True,True
38,simple_task_zh,我想查询CANoe中以太网相关功能的分类 and 入口点。,CAPLFunctions/IP/CAPLEthernetStartPage.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/CANoeCANalyzer.md', 'CANoeCANalyzer/Ethernet/EthernetConcept.md', 'CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'CANoeCANalyzer/Ethernet/EthernetNetworkMonitor.md']","['CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/CANoeCANalyzer.md', 'CANoeCANalyzer/Ethernet/EthernetConcept.md', 'CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'CANoeCANalyzer/Ethernet/EthernetNetworkMonitor.md']",miss,0,99.0,short_or_under_specified_query,CAPLFunctions,CAPLFunctions/IP,CANoeCANalyzer/CANoeCANalyzerProductFamily.md,False,False
38,simple_task_en,I want to query the categorization and entry points for Ethernet-related functions in CANoe.,CAPLFunctions/IP/CAPLEthernetStartPage.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/Ethernet/EthernetConcept.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/CANoeCANalyzer.md', 'CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'CANoeCANalyzer/Ethernet/EthernetNetworkMonitor.md']","['CANoeCANalyzer/Ethernet/EthernetConcept.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'CANoeCANalyzer/CANoeCANalyzer.md', 'CANoeCANalyzer/Ethernet/EthernetFeatures.md', 'CANoeCANalyzer/Ethernet/EthernetNetworkMonitor.md']",miss,0,99.0,semantic_drift_or_sparse_signal,CAPLFunctions,CAPLFunctions/IP,CANoeCANalyzer/Ethernet/EthernetConcept.md,False,False
44,simple_task_en,I want to get a comprehensive overview of the security-related CAPL functions and features provided in CANoe.,CAPLFunctions/Security/CAPLFunctionsSecurityOverview.md,True,查询模块总览与导航,False,,"['CAPLBrowser/CAPLBrowser.md', 'CANoeCANalyzer/CANopen/popups/capl.md', 'CANoeCANalyzer/CAPL/CAPL.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'Shared/FunctionExplorer.md']","['CAPLBrowser/CAPLBrowser.md', 'CANoeCANalyzer/CANopen/popups/capl.md', 'CANoeCANalyzer/CAPL/CAPL.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'Shared/FunctionExplorer.md']",miss,0,99.0,semantic_drift_or_sparse_signal,CAPLFunctions,CAPLFunctions/Security,CAPLBrowser/CAPLBrowser.md,False,False
47,simple_task_zh,我想了解CANoe中诊断CAPL函数的所有分类和详细列表。,CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md,True,查询模块总览与导航,False,,"['Shared/FunctionExplorer.md', 'CAPLBrowser/CAPLBrowser.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsExpandedFunctions.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md']","['Shared/FunctionExplorer.md', 'CAPLBrowser/CAPLBrowser.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsExpandedFunctions.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md']",miss,0,99.0,same_parent_candidates,CAPLFunctions,CAPLFunctions/Diagnostics,Shared/FunctionExplorer.md,True,True
47,simple_task_en,I want an overview and a detailed list of all diagnostic CAPL functions in CANoe.,CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md,True,查询模块总览与导航,False,,"['CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsExpandedFunctions.md', 'CAPLBrowser/CAPLBrowser.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticStartPage.md', 'CAPLFunctions/Other/CAPLfunctionsGeneralOverview.md', 'Shared/FunctionExplorer.md']","['CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsExpandedFunctions.md', 'CAPLBrowser/CAPLBrowser.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticStartPage.md', 'CAPLFunctions/Other/CAPLfunctionsGeneralOverview.md', 'Shared/FunctionExplorer.md']",miss,0,99.0,same_parent_candidates,CAPLFunctions,CAPLFunctions/Diagnostics,CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsExpandedFunctions.md,True,True
48,simple_task_zh,我想查询CANoe 16版本中新增了哪些CAPL函数。,CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md', 'CAPLFunctions/Obsolete/CAPLfunctionsObsoleteOverview.md']","['CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md', 'CAPLFunctions/Obsolete/CAPLfunctionsObsoleteOverview.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/Other,CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md,False,True
48,complex_task_zh,作为开发者，我需要了解CANoe 16及后续服务包（SP）中引入的新功能。我想查询涵盖CAN统计、以太网统计（如ethGetLinkSpeed）、FlexRay统计、J1939新指令以及关联字段类（Associative Fields）新方法等各个总线类别和特性领域的函数更新列表。,CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/NewFeatures.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesOptionCAN.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md']","['CANoeCANalyzer/NewFeatures/NewFeatures.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesOptionCAN.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md']",miss,0,99.0,semantic_drift_or_sparse_signal,CAPLFunctions,CAPLFunctions/Other,CANoeCANalyzer/NewFeatures/NewFeatures.md,False,False
48,simple_task_en,I want to query the new CAPL functions added in CANoe version 16.,CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures160.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md']","['CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures160.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/Other,CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md,False,True
48,complex_task_en,"As a developer, I need to understand the new features introduced in CANoe 16 and subsequent service packs (SP). I want to query the list of function updates across various bus categories and feature areas, such as CAN statistics, Ethernet statistics (e.g., ethGetLinkSpeed), FlexRay statistics, new J1939 instructions, and new methods for the Associative Fields class.",CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/NewFeatures.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CAPLFunctions/CAN/CAPLfunctionsCANOverview.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md']","['CANoeCANalyzer/NewFeatures/NewFeatures.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CAPLFunctions/CAN/CAPLfunctionsCANOverview.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/Other,CANoeCANalyzer/NewFeatures/NewFeatures.md,False,True
52,simple_task_zh,我想参考一个如何自动化验证ECU变体识别结果的CAPL示例。,CAPLFunctions/Diagnostics/CAPLfunctionsExampleAutomaticVariantIdentification.md,True,查询具体的函数/方法,False,,"['CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagStartVariantIdentification.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagGetIdentifiedVariant.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionDiagMarkECU.md', 'CANoeCANalyzer/Diagnostics/VariantCodingWindow/VariantCodingWindow.md', 'CANoeCANalyzer/Diagnostics/Test/DiagnosticsAutomaticVariantIdentification.md']","['CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagStartVariantIdentification.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagGetIdentifiedVariant.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionDiagMarkECU.md', 'CANoeCANalyzer/Diagnostics/VariantCodingWindow/VariantCodingWindow.md', 'CANoeCANalyzer/Diagnostics/Test/DiagnosticsAutomaticVariantIdentification.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/Diagnostics,CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagStartVariantIdentification.md,False,True
59,simple_task_zh,我想了解CANoe中支持的ARINC 429总线相关CAPL函数。,CAPLFunctions/A429/CAPLfunctionsA429Overview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/A429/A429.md', 'CANoeCANalyzer/A429/A429Concept.md', 'CANoeCANalyzer/A429/A429Features.md', 'CANoeCANalyzer/ARINC825/ARINC825CAPLSupport.md', 'CAPLFunctions/A429/EventProcedures/CAPLfunctionA429OnA429Word.md']","['CANoeCANalyzer/A429/A429.md', 'CANoeCANalyzer/A429/A429Concept.md', 'CANoeCANalyzer/A429/A429Features.md', 'CANoeCANalyzer/ARINC825/ARINC825CAPLSupport.md', 'CAPLFunctions/A429/EventProcedures/CAPLfunctionA429OnA429Word.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/A429,CANoeCANalyzer/A429/A429.md,False,True
59,simple_task_en,I want to know about the CAPL functions for ARINC 429 bus supported in CANoe.,CAPLFunctions/A429/CAPLfunctionsA429Overview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/A429/A429.md', 'CANoeCANalyzer/A429/A429Concept.md', 'CANoeCANalyzer/A429/A429Features.md', 'CAPLFunctions/A429/EventProcedures/CAPLfunctionA429OnA429Word.md', 'CANoeCANalyzer/ARINC825/ARINC825CAPLSupport.md']","['CANoeCANalyzer/A429/A429.md', 'CANoeCANalyzer/A429/A429Concept.md', 'CANoeCANalyzer/A429/A429Features.md', 'CAPLFunctions/A429/EventProcedures/CAPLfunctionA429OnA429Word.md', 'CANoeCANalyzer/ARINC825/ARINC825CAPLSupport.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/A429,CANoeCANalyzer/A429/A429.md,False,True
74,simple_task_zh,我想了解如何在CAPL中使用AFDX协议相关的函数来实现节点仿真或数据分析。,CAPLFunctions/ADFX/CAPLfunctionsAFDXOverview.md,True,查询模块总览 with 导航,False,,"['CANoeCANalyzer/AFDX/afdxIL/afdxILOverview.md', 'CANoeCANalyzer/AFDX/afdxIL/afdxILInclude.md', 'CAPLFunctions/CAPLfunctions.md', 'SampConf/AFDX/AFDXBasicConfiguration.md', 'SampConf/AFDX/SampConfsAFDX.md']","['CANoeCANalyzer/AFDX/afdxIL/afdxILOverview.md', 'CANoeCANalyzer/AFDX/afdxIL/afdxILInclude.md', 'CAPLFunctions/CAPLfunctions.md', 'SampConf/AFDX/AFDXBasicConfiguration.md', 'SampConf/AFDX/SampConfsAFDX.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/ADFX,CANoeCANalyzer/AFDX/afdxIL/afdxILOverview.md,False,True
74,complex_task_zh,我正在开发一个AFDX网络仿真环境，需要了解其API的全貌。我想查阅关于消息初始化（A664InitMessage）、虚链路配置（A664VLConfig）、触发帧/消息发送（A664TriggerFrame/Message）以及如何使用Callback函数（如<OnAfdxPacket>）接收报文的详细说明。,CAPLFunctions/ADFX/CAPLfunctionsAFDXOverview.md,True,查询模块总览 with 导航,False,,"['CAPLFunctions/ADFX/Functions/CAPLfunctionAfdxInitPacket.md', 'CANoeCANalyzer/AFDX/afdxIL/afdxILOverview.md', 'CANoeCANalyzer/AFDX/capl/afdxDefineAFDXmessage.md', 'CANoeCANalyzer/AFDX/capl/afdxDefineAFDXframe.md', 'CANoeCANalyzer/Windows/Write/WriteWindowNotifications/56AFDX.md']","['CAPLFunctions/ADFX/Functions/CAPLfunctionAfdxInitPacket.md', 'CANoeCANalyzer/AFDX/afdxIL/afdxILOverview.md', 'CANoeCANalyzer/AFDX/capl/afdxDefineAFDXmessage.md', 'CANoeCANalyzer/AFDX/capl/afdxDefineAFDXframe.md', 'CANoeCANalyzer/Windows/Write/WriteWindowNotifications/56AFDX.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/ADFX,CAPLFunctions/ADFX/Functions/CAPLfunctionAfdxInitPacket.md,False,True
74,simple_task_en,I want to know how to use AFDX protocol-related functions in CAPL to implement node simulation or data analysis.,CAPLFunctions/ADFX/CAPLfunctionsAFDXOverview.md,True,查询模块总览 with 导航,False,,"['CANoeCANalyzer/AFDX/afdxIL/afdxILOverview.md', 'CANoeCANalyzer/AFDX/afdxIL/afdxILInclude.md', 'SampConf/AFDX/AFDXBasicConfiguration.md', 'CANoeCANalyzer/AFDX/AFDXfeatures.md', 'SampConf/AFDX/SampConfsAFDX.md']","['CANoeCANalyzer/AFDX/afdxIL/afdxILOverview.md', 'CANoeCANalyzer/AFDX/afdxIL/afdxILInclude.md', 'SampConf/AFDX/AFDXBasicConfiguration.md', 'CANoeCANalyzer/AFDX/AFDXfeatures.md', 'SampConf/AFDX/SampConfsAFDX.md']",miss,0,99.0,semantic_drift_or_sparse_signal,CAPLFunctions,CAPLFunctions/ADFX,CANoeCANalyzer/AFDX/afdxIL/afdxILOverview.md,False,False
74,complex_task_en,"I'm developing an AFDX network simulation environment and need a full picture of its API. I want to consult detailed descriptions on message initialization (A664InitMessage), VL configuration (A664VLConfig), triggering frame/message transmission (A664TriggerFrame/Message), and how to receive packets using callback functions (e.g., <OnAfdxPacket>).",CAPLFunctions/ADFX/CAPLfunctionsAFDXOverview.md,True,查询模块总览 with 导航,False,,"['CANoeCANalyzer/AFDX/afdxIL/afdxILOverview.md', 'CAPLFunctions/ADFX/Functions/CAPLfunctionAfdxInitPacket.md', 'CANoeCANalyzer/AFDX/capl/afdxDefineAFDXmessage.md', 'CANoeCANalyzer/AFDX/capl/afdxDefineAFDXframe.md', 'CAPLFunctions/ADFX/Functions/CAPLfunctionAfdxOutputPacket.md']","['CANoeCANalyzer/AFDX/afdxIL/afdxILOverview.md', 'CAPLFunctions/ADFX/Functions/CAPLfunctionAfdxInitPacket.md', 'CANoeCANalyzer/AFDX/capl/afdxDefineAFDXmessage.md', 'CANoeCANalyzer/AFDX/capl/afdxDefineAFDXframe.md', 'CAPLFunctions/ADFX/Functions/CAPLfunctionAfdxOutputPacket.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/ADFX,CANoeCANalyzer/AFDX/afdxIL/afdxILOverview.md,False,True
81,simple_task_zh,我想查询CANoe中支持的MOST总线CAPL函数总览。,CAPLFunctions/MOST/CAPLfunctionsMOSTOverview.md,True,查询模块总览与导航,False,,"['Shared/FunctionExplorer.md', 'CANoeCANalyzer/MOST/MOST_Database_Support/option_most_databases.md', 'SampConf/MOST/MOSTSpy.md', 'SampConf/MOST/CANoe/MOSTSystemDemo/MOSTSystemDemoTestCN.md', 'CANoeCANalyzer/MOST/MOST50/MOST50.md']","['Shared/FunctionExplorer.md', 'CANoeCANalyzer/MOST/MOST_Database_Support/option_most_databases.md', 'SampConf/MOST/MOSTSpy.md', 'SampConf/MOST/CANoe/MOSTSystemDemo/MOSTSystemDemoTestCN.md', 'CANoeCANalyzer/MOST/MOST50/MOST50.md']",miss,0,99.0,lexically_related_other_branch,CAPLFunctions,CAPLFunctions/MOST,Shared/FunctionExplorer.md,False,False
81,simple_task_en,I want to query an overview of MOST bus CAPL functions supported in CANoe.,CAPLFunctions/MOST/CAPLfunctionsMOSTOverview.md,True,查询模块总览与导航,False,,"['Shared/FunctionExplorer.md', 'SampConf/MOST/MOSTSpy.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'SampConf/MOST/CANoe/MOSTSystemDemo/MOSTSystemDemoTestCN.md', 'CANoeCANalyzer/MOST/MOST_Database_Support/option_most_databases.md']","['Shared/FunctionExplorer.md', 'SampConf/MOST/MOSTSpy.md', 'CANoeCANalyzer/CANoeCANalyzerProductFamily.md', 'SampConf/MOST/CANoe/MOSTSystemDemo/MOSTSystemDemoTestCN.md', 'CANoeCANalyzer/MOST/MOST_Database_Support/option_most_databases.md']",miss,0,99.0,lexically_related_other_branch,CAPLFunctions,CAPLFunctions/MOST,Shared/FunctionExplorer.md,False,False
81,complex_task_en,"I need to use MOST measurement and control API for simulation and want to know its functional classification. I want to consult a detailed overview and classification description of Application Socket, controller event evaluation, message transmission (AMS/CMS), hardware control API, and Test Feature Set (TFS).",CAPLFunctions/MOST/CAPLfunctionsMOSTOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/MOST/MOST_Simulation_Concept/most_simulation-concept.md', 'SampConf/MOST/CANoe/MOSTSystemDemo/MOSTSystemDemoSimulationCN.md', 'CANoeCANalyzer/MOST/MOSTHowTos/MOSTHowTos.md', 'CANoeCANalyzer/Windows/Trace/TraceWindowMOSTStatusInformation.md', 'SampConf/MOST/SampConfsMOST.md']","['CANoeCANalyzer/MOST/MOST_Simulation_Concept/most_simulation-concept.md', 'SampConf/MOST/CANoe/MOSTSystemDemo/MOSTSystemDemoSimulationCN.md', 'CANoeCANalyzer/MOST/MOSTHowTos/MOSTHowTos.md', 'CANoeCANalyzer/Windows/Trace/TraceWindowMOSTStatusInformation.md', 'SampConf/MOST/SampConfsMOST.md']",miss,0,99.0,lexically_related_other_branch,CAPLFunctions,CAPLFunctions/MOST,CANoeCANalyzer/MOST/MOST_Simulation_Concept/most_simulation-concept.md,False,False
82,simple_task_zh,我想查询在CAPL中处理MOST总线相关的事件和函数总览。,CAPLFunctions/MOST/CAPLfunctionsMOSTOverview.md,True,查询模块总览与导航,False,,"['Shared/FunctionExplorer.md', 'CAPLFunctions/MOST/EventProcedures/CAPLfunctionOnMOSTMessage.md', 'CAPLFunctions/MOST/EventProcedures/CAPLfunctionOnMOSTNetOn.md', 'CAPLFunctions/MOST/EventProcedures/CAPLfunctionOnMOSTAllBypass.md', 'CAPLFunctions/MOST/EventProcedures/CAPLfunctionOnMOSTAllocTable.md']","['Shared/FunctionExplorer.md', 'CAPLFunctions/MOST/EventProcedures/CAPLfunctionOnMOSTMessage.md', 'CAPLFunctions/MOST/EventProcedures/CAPLfunctionOnMOSTNetOn.md', 'CAPLFunctions/MOST/EventProcedures/CAPLfunctionOnMOSTAllBypass.md', 'CAPLFunctions/MOST/EventProcedures/CAPLfunctionOnMOSTAllocTable.md']",miss,0,99.0,same_top_module_candidates,CAPLFunctions,CAPLFunctions/MOST,Shared/FunctionExplorer.md,False,True
