case_idx,query_field,query,target_path,target_in_index,category,hit_top5,rank,result_paths
47,complex_task_zh,我正在开发诊断自动化脚本，需要一个能够覆盖所有诊断API的概览手册。我想查阅关于访问单个参数（如获取编码/原始值）、操作整个诊断对象（如判断正负响应）、控制DoIP连接、vFlash自动化以及变体识别（Variant Identification）等各个子模块的函数列表。,CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticStartPage.md', 'CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPDiagResponse.md', 'CANoeCANalyzer/Diagnostics/DiagnosticParametersWindow/DiagnosticParametersWindow.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagDesc.md', 'Externals/DiagConsole/ID_POPUP_CLASS_VIEW_DIAG.md', 'CANoeCANalyzer/Diagnostics/DiagnosticParametersWindow/DiagnosticParametersWindowToolbar.md', 'CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPDiagRequest.md', 'CANoeCANalyzer/Diagnostics/VariantCodingWindow/VariantCodingWindowToolbar.md', 'Externals/DiagConsole/DDDID_DIAG.md', 'CANoeCANalyzer/ISO11783/VirtualTerminalWindow/VTRequests.md', 'CANoeCANalyzer/Diagnostics/DiagnosticWindow/DiagnosticWindow.md', 'CANoeCANalyzer/Diagnostics/DiagnosticWindow/DiagnosticWindowConfiguration.md', 'CANoeCANalyzer/Diagnostics/VariantCodingWindow/VariantCodingWindow.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagGetComplexParameter.md']"
47,simple_task_en,I want an overview and a detailed list of all diagnostic CAPL functions in CANoe.,CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md,True,查询模块总览与导航,True,12.0,"['CAPLBrowser/CAPLBrowser.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsExpandedFunctions.md', 'CAPLBrowser/CAPLBrowserConcept.md', 'Shared/FunctionExplorer.md', 'CAPLFunctions/Other/CAPLfunctionsGeneralOverview.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticStartPage.md', 'CANoeCANalyzer/Diagnostics/DiagnosticsFeatures.md', 'CAPLFunctions/CAPLfunctions.md', 'CANoeCANalyzer/Diagnostics/BasicDiagnostics/BasicDiagnosticsEditor.md', 'CANoeCANalyzer/Diagnostics/Test/DiagDiagnosticTester.md', 'CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md', 'CANoeCANalyzer/Diagnostics/DiagnosticsConcept.md', 'CANoeCANalyzer/Diagnostics/BasicDiagnostics/BasicDiagnosticsEditorMenuBar.md', 'CANoeCANalyzer/CAPL/CAPL.md']"
47,complex_task_en,"I'm developing a diagnostic automation script and need an overview manual covering all diagnostic APIs. I want to check function lists for various sub-modules such as accessing individual parameters (e.g., getting coded/raw values), manipulating entire diagnostic objects (e.g., judging positive/negative responses), controlling DoIP connections, vFlash automation, and variant identification.",CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticStartPage.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagDescr/DiagDesc.md', 'CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPDiagResponse.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticDoIP.md', 'Externals/DiagConsole/ID_POPUP_CLASS_VIEW_DIAG.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainDiagnostics.md', 'CANoeCANalyzer/Diagnostics/DiagnosticParametersWindow/DiagnosticParametersWindow.md', 'CANoeCANalyzer/ISO11783/VirtualTerminalWindow/VTRequests.md', 'CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPDiagRequest.md', 'CANoeCANalyzer/Diagnostics/Analysis/DiagnosticsDiagnosticsObjectsInCAPL.md', 'CANoeCANalyzer/Diagnostics/DiagnosticWindow/DiagnosticWindow.md', 'CANoeCANalyzer/Diagnostics/DiagnosticWindow/DiagnosticWindowConfiguration.md', 'CANoeCANalyzer/Diagnostics/DiagISOTPconfig/DiagnosticsConfigDialogOverview.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagGetComplexParameter.md']"
48,simple_task_zh,我想查询CANoe 16版本中新增了哪些CAPL函数。,CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures150.md', 'CAPLBrowser/CAPLBrowserConcept.md', 'CAPLFunctions/CAPLfunctions.md', 'CAPLFunctions/Other/CAPLfunctionsGeneralOverview.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures160.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md', 'Shared/FunctionExplorer.md', 'CANoeCANalyzer/General/Programming.md', 'CANoeCANalyzer/NewFeatures/NewFeatures.md', 'CANoeCANalyzer/CANopen/popups/capl.md', 'CAPLBrowser/CAPLBrowser.md', 'CANoeCANalyzer/CAPL/CAPL.md', 'Shared/CAPL/CAPLIntroduction.md']"
48,complex_task_zh,作为开发者，我需要了解CANoe 16及后续服务包（SP）中引入的新功能。我想查询涵盖CAN统计、以太网统计（如ethGetLinkSpeed）、FlexRay统计、J1939新指令以及关联字段类（Associative Fields）新方法等各个总线类别和特性领域的函数更新列表。,CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/NewFeatures.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures150.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesOptionCAN.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures160.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainAutomotive.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainAnalysis.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainTesting.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures110.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures100.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesOptionCar2x.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesOptionAMDXCP.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainIndustrialIoT.md']"
48,simple_task_en,I want to query the new CAPL functions added in CANoe version 16.,CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures160.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures150.md', 'CANoeCANalyzer/NewFeatures/NewFeatures.md', 'CAPLFunctions/Other/CAPLfunctionsGeneralOverview.md', 'CAPLBrowser/CAPLBrowserConcept.md', 'CANoeCANalyzer/CANopen/popups/capl.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md', 'CAPLBrowser/CAPLBrowser.md', 'CAPLFunctions/CAPLfunctions.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures140.md', 'CANoeCANalyzer/CAPL/CAPL.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainAutomotive.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures100.md']"
48,complex_task_en,"As a developer, I need to understand the new features introduced in CANoe 16 and subsequent service packs (SP). I want to query the list of function updates across various bus categories and feature areas, such as CAN statistics, Ethernet statistics (e.g., ethGetLinkSpeed), FlexRay statistics, new J1939 instructions, and new methods for the Associative Fields class.",CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CANoeCANalyzer/NewFeatures/NewFeatures.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures150.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainTesting.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesOptionCAN.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainAutomotive.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures100.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainSimulationStimulation.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures140.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures110.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures160.md', 'CAPLBrowser/CAPLBrowserConcept.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesOptionCar2x.md']"
49,simple_task_zh,我想查询如何使用CAPL中的TLS API来加密TCP套接字连接。,CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPEnableTLS.md', 'SampConf/Ethernet/CANoe/Chat/ChatTLScn.md', 'CAPLFunctions/TLSAPI/Functions/CAPLfunctiontlsOpen.md', 'Shared/CAPL/TCPIPAPI/TCPIPAPI.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_SetTLSEnabled.md', 'CANoeCANalyzer/Security/SecurityTLS.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLFunctionSomeIpTlsAuthenticateAsClientWithConfiguration.md', 'CANoeCANalyzer/Ethernet/Protocols/ProtocolTLS.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLFunctionSomeIpTlsAuthenticateAsServerWithConfiguration.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionSomeIpTlsAuthenticateAsClient.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CAPLFunctions/TLSAPI/Functions/CAPLFunctiontlsAuthenticateAsClientWithConfiguration.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLFunctionAREthTlsAuthenticateAsClientWithConfiguration.md', 'CAPLFunctions/TLSAPI/Functions/CAPLFunctiontlsAuthenticateAsServerWithConfiguration.md']"
49,complex_task_zh,我需要实现安全的TCP通信。我想了解如何使用TLS API，包括如何通过Vector Security Manager配置配置文件、如何作为客户端或服务器启动握手（Handshake），以及如何处理TLS握手完成（OnTlsHandshakeComplete）或连接关闭的事件回调。,CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPEnableTLS.md', 'CANoeCANalyzer/Security/SecurityTLS.md', 'CANoeCANalyzer/Ethernet/Protocols/ProtocolTLS.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_SetTLSEnabled.md', 'CAPLFunctions/TLSAPI/EventProcedures/CAPLfunctionOnTlsHandshakeComplete.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLFunctionSomeIpTlsAuthenticateAsServerWithConfiguration.md', 'CAPLFunctions/SmartCharging/Callbacks/CAPLfunctionSCC_TLSHandshakeInd.md', 'SampConf/Ethernet/CANoe/Chat/ChatTLScn.md', 'CAPLFunctions/TLSAPI/Functions/CAPLfunctiontlsOpen.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLFunctionSomeIpTlsAuthenticateAsClientWithConfiguration.md', 'CAPLFunctions/TLSAPI/Functions/CAPLFunctiontlsAuthenticateAsClientWithConfiguration.md', 'CAPLFunctions/TLSAPI/Functions/CAPLFunctiontlsAuthenticateAsServerWithConfiguration.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLFunctionAREthTlsAuthenticateAsServerWithConfiguration.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLFunctionAREthTlsAuthenticateAsClientWithConfiguration.md']"
49,simple_task_en,I want to query how to use the TLS API in CAPL to encrypt TCP socket connections.,CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPEnableTLS.md', 'SampConf/Ethernet/CANoe/Chat/ChatTLScn.md', 'CAPLFunctions/TLSAPI/Functions/CAPLfunctiontlsOpen.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_SetTLSEnabled.md', 'CANoeCANalyzer/Security/SecurityTLS.md', 'CANoeCANalyzer/Ethernet/Protocols/ProtocolTLS.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLFunctionSomeIpTlsAuthenticateAsClientWithConfiguration.md', 'Shared/CAPL/TCPIPAPI/TCPIPAPI.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLFunctionSomeIpTlsAuthenticateAsServerWithConfiguration.md', 'CANoeCANalyzer/Ethernet/Procedures/EncryptedDoIPtls.md', 'CAPLFunctions/TLSAPI/Functions/CAPLFunctiontlsAuthenticateAsClientWithConfiguration.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLFunctionAREthTlsAuthenticateAsClientWithConfiguration.md', 'CAPLFunctions/TLSAPI/Functions/CAPLFunctiontlsAuthenticateAsServerWithConfiguration.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLFunctionAREthTlsAuthenticateAsServerWithConfiguration.md']"
49,complex_task_en,"I need to implement secure TCP communication. I want to know how to use the TLS API, including how to configure profiles via the Vector Security Manager, how to initiate handshakes as a client or server, and how to handle event callbacks for TLS handshake completion (OnTlsHandshakeComplete) or connection closure.",CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md', 'CANoeCANalyzer/Security/SecurityTLS.md', 'CANoeCANalyzer/Ethernet/Protocols/ProtocolTLS.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPEnableTLS.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_SetTLSEnabled.md', 'CAPLFunctions/TLSAPI/EventProcedures/CAPLfunctionOnTlsHandshakeComplete.md', 'CAPLFunctions/SmartCharging/Callbacks/CAPLfunctionSCC_TLSHandshakeInd.md', 'CAPLFunctions/TLSAPI/Functions/CAPLfunctiontlsOpen.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLFunctionSomeIpTlsAuthenticateAsClientWithConfiguration.md', 'CAPLFunctions/IP/SOMEIPIL/Functions/CAPLFunctionSomeIpTlsAuthenticateAsServerWithConfiguration.md', 'CAPLFunctions/TLSAPI/Functions/CAPLFunctiontlsAuthenticateAsClientWithConfiguration.md', 'SampConf/Ethernet/CANoe/Chat/ChatTLScn.md', 'CAPLFunctions/TLSAPI/Functions/CAPLFunctiontlsAuthenticateAsServerWithConfiguration.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLFunctionAREthTlsAuthenticateAsServerWithConfiguration.md', 'CAPLFunctions/IP/AUTOSARethIL/Functions/CAPLFunctionAREthTlsAuthenticateAsClientWithConfiguration.md']"
50,simple_task_zh,我想了解LIN总线中存在的显性超时（Dominant Timeout）问题及其解决方法。,CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetDominantTimeout.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestWaitForLinLongDominantSignal.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINLongDominantSignal.md', 'CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINLongDominantSignal.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSendDominantSignal.md', 'CANoeCANalyzer/Windows/Write/WriteWindowNotifications/18LIN.md', 'TestCommands/CheckDescriptions/CDLINHeaderDuration.md', 'TestCommands/CheckDescriptions/CDLINSyncBreakDominantPhase.md', 'TestCommands/CheckDescriptions/CDLINResponseDuration.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSetBusIdleTimeout.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINTransmError.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBusIdleTimeout.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetWaitLinLongDominantSignalData.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINCSError.md']"
50,complex_task_zh,我在使用低波特率（如1 kBaud）开发LIN节点时，报文中的显性位总是被截断。我想了解7259收发器中6到20 ms的显性超时限制及其影响。我需要查询如何利用辅助电路（如7259mag-cab）来绕过这些限制，以及这可能对信号上升沿产生的影响。,CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSendVariableBitStream.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSendBitStream.md', 'CANoeCANalyzer/Windows/Write/WriteWindowNotifications/18LIN.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINBaudrateEvent.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkStartLinMasterBaudrateViolation.md', 'TestCommands/CheckDescriptions/CDLINBaudrate.md', 'TestCommands/CheckDescriptions/CDLINResponseDuration.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINDisturbRespWithVariableBitStream.md', 'CAPLFunctions/J1939/GBT27930InteractionLayer/Functions/CAPLfunctionGBT27930ILSetMaxAllowedMissingTimeForMsg.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSetBusIdleTimeout.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkStartLinSynchBreakTimingViolation.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkStartLinSyncBreakTimingViolation.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINDisturbRespWithBitStream.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBusIdleTimeout.md']"
50,simple_task_en,I want to understand the dominant timeout issue in the LIN bus and its solutions.,CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetDominantTimeout.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSetBusIdleTimeout.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBusIdleTimeout.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestWaitForLinLongDominantSignal.md', 'CANoeCANalyzer/Windows/Write/WriteWindowNotifications/18LIN.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINLongDominantSignal.md', 'TestCommands/CheckDescriptions/CDLINResponseDuration.md', 'TestCommands/CheckDescriptions/CDLINSyncBreakDominantPhase.md', 'CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINSlaveTimeout.md', 'TestCommands/CheckDescriptions/CDLINBaudrate.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINSyncError.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestGetWaitLinLongDominantSignalData.md', 'CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINLongDominantSignal.md', 'TestCommands/CheckDescriptions/CDLINSyncBreakRecessivePhase.md']"
50,complex_task_en,"When developing LIN nodes using low baud rates (e.g., 1 kBaud), the dominant bits in messages are always truncated. I want to understand the 6 to 20 ms dominant timeout limit in the 7259 transceiver and its impact. I need to query how to use auxiliary circuits (such as 7259mag-cab) to bypass these limitations and the possible effect on signal rising edges.",CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetDominantTimeout.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINLongDominantSignal.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSendDominantSignal.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestWaitForLinLongDominantSignal.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSendVariableBitStream.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkStartLinMasterBaudrateViolation.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSendBitStream.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINBaudrateEvent.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBaudRateMaster.md', 'TestCommands/CheckDescriptions/CDLINBaudrate.md', 'CAPLFunctions/Obsolete/Functions/CAPLfunctionLINInitSetBaseBaud.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBaudRateDevMaster.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSetGlobalTimeoutPrevention.md', 'CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINLongDominantSignal.md']"
51,simple_task_zh,我想了解CANoe Media API中涉及的基本概念，如流、压缩和容器。,CAPLFunctions/Media/CAPLfunctionsMediaConcept.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/Media/CAPLfunctionsMediaConcept.md', 'CAPLFunctions/Media/Properties/CAPLfunctionCompressed.md', 'CANoeCANalyzer/CommunicationConcept/CC.md', 'CAPLFunctions/Media/CAPLfunctionsMediaProperties.md', 'CANoeCANalyzer/CommunicationConcept/CCConcept.md', 'CAPLFunctions/Media/Properties/CAPLfunctionMajorType.md', 'SampConf/Ethernet/CANoe/StreamMixer/StreamMixer.md', 'CAPLFunctions/Media/Properties/CAPLfunctionAvgBitrate.md', 'CANoeCANalyzer/vCDL/Language/vCDLLanguage.md', 'CAPLFunctions/Media/Properties/CAPLfunctionSubType.md', 'CAPLFunctions/Media/CAPLfunctionsMediaOverview.md', 'CANoeCANalyzer/CANopen/OptionCANopen/canopenConcept.md', 'CANoeCANalyzer/vCDL/Concept/vCDLConcept.md', 'CAPLFunctions/Media/CAPLfunctionsMediaMajorMediaTypesSubtypes.md', 'CANoeCANalyzer/vCDL/Concept/vCDLSyntax.md']"
51,complex_task_zh,我需要使用Media API处理多媒体数据，想深入理解其基本模型。我想了解流（Streams）、有损与无损压缩（Compression/Codec）、以及媒体容器（Container，如MP4/AVI）的区别。同时，我想查阅多媒体文件读取和写入的基本流程及相关组件的层次结构。,CAPLFunctions/Media/CAPLfunctionsMediaConcept.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/Media/CAPLfunctionsMediaConcept.md', 'CAPLFunctions/Media/CAPLfunctionsMediaMajorMediaTypesSubtypes.md', 'CAPLFunctions/Media/CAPLfunctionsMediaProperties.md', 'CAPLFunctions/Media/Functions/CAPLfunctionMediaGetMediaType.md', 'CAPLFunctions/Media/CAPLfunctionsMediaFormats.md', 'CAPLFunctions/Media/CAPLfunctionsMediaSouceReader.md', 'CAPLFunctions/Media/CAPLfunctionsMediaOverview.md', 'CAPLFunctions/Media/Properties/CAPLfunctionCompressed.md', 'CAPLFunctions/Media/Properties/CAPLfunctionSubType.md', 'CAPLFunctions/Media/Properties/CAPLfunctionMajorType.md', 'CAPLFunctions/Media/Functions/CAPLfunctionMediaGetInputType.md', 'CAPLFunctions/Media/CAPLfunctionsMediaErrorCodes.md', 'CAPLFunctions/Media/Functions/CAPLfunctionMediaGetOutputType.md', 'CAPLFunctions/Media/Functions/CAPLfunctionMediaSetInputType.md', 'CAPLFunctions/IP/AVBIL/Functions/CAPLfunctionAvbGetMediaType.md']"
51,simple_task_en,"I want to understand the basic concepts involved in the CANoe Media API, such as streams, compression, and containers.",CAPLFunctions/Media/CAPLfunctionsMediaConcept.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/Media/CAPLfunctionsMediaConcept.md', 'CAPLFunctions/Media/Properties/CAPLfunctionCompressed.md', 'CANoeCANalyzer/CommunicationConcept/CC.md', 'CAPLFunctions/Media/Properties/CAPLfunctionAvgBitrate.md', 'CAPLFunctions/Media/CAPLfunctionsMediaProperties.md', 'SampConf/Ethernet/CANoe/StreamMixer/StreamMixer.md', 'CAPLFunctions/Media/Properties/CAPLfunctionSubType.md', 'CANoeCANalyzer/CommunicationConcept/CCConcept.md', 'CANoeCANalyzer/vCDL/Language/vCDLLanguage.md', 'CANoeCANalyzer/Windows/Video/VideoWindow.md', 'CAPLFunctions/Media/Properties/CAPLfunctionMajorType.md', 'CANoeCANalyzer/vCDL/Concept/vCDLMotivation.md', 'CAPLFunctions/Media/CAPLfunctionsMediaMajorMediaTypesSubtypes.md', 'CANoeCANalyzer/vCDL/Concept/vCDLConcept.md', 'CAPLFunctions/Media/Properties/CAPLfunctionAvgBitErrorRate.md']"
51,complex_task_en,"I need to use the Media API to process multimedia data and want to deeply understand its basic model. I want to know the difference between streams, lossy vs. lossless compression (Codec), and media containers (e.g., MP4/AVI). Also, I'd like to check the basic workflow and hierarchical structure of components involved in reading and writing multimedia files.",CAPLFunctions/Media/CAPLfunctionsMediaConcept.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/Media/CAPLfunctionsMediaConcept.md', 'CAPLFunctions/Media/Functions/CAPLfunctionMediaGetMediaType.md', 'CAPLFunctions/Media/CAPLfunctionsMediaProperties.md', 'CAPLFunctions/Media/CAPLfunctionsMediaFormats.md', 'CAPLFunctions/Media/CAPLfunctionsMediaMajorMediaTypesSubtypes.md', 'CAPLFunctions/Media/CAPLfunctionsMediaSouceReader.md', 'CAPLFunctions/Media/Properties/CAPLfunctionCompressed.md', 'CAPLFunctions/Media/CAPLfunctionsMediaOverview.md', 'CAPLFunctions/Media/Functions/CAPLfunctionMediaGetOutputType.md', 'CAPLFunctions/Media/Functions/CAPLfunctionMediaGetInputType.md', 'CAPLFunctions/Media/CAPLfunctionsMediaSinkWriter.md', 'CAPLFunctions/Media/CAPLfunctionsMediaErrorCodes.md', 'CAPLFunctions/Media/Properties/CAPLfunctionSubType.md', 'CAPLFunctions/Media/Functions/CAPLfunctionMediaSetInputType.md', 'CAPLFunctions/IP/AVBIL/Functions/CAPLfunctionAvbGetMediaType.md']"
