case_idx,query_field,query,target_path,target_in_index,category,hit_top5,rank,result_paths
40,simple_task_zh,我想查询如何测量CAPL代码段的实际执行时间，以排查性能问题。,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPCAPLProfiler.md,True,查询类的构造和定义,True,1.0,"['CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPCAPLProfiler.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerGetAverageCallTimeNS.md', 'CANoeCANalyzer/Interfaces/CAPLOnBoard/CAPLOnBoard.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerStart.md', 'CAPLFunctions/Other/Functions/CAPLfunctionGetSteadyClockStartDurationNS.md']"
40,complex_task_zh,我怀疑我的脚本中某些函数执行过慢，导致了仿真性能问题。我想了解如何使用内置的性能剖析类（Profiler）来测量特定代码块的耗时，通过Start和Stop方法获取平均调用时间、最大耗时以及总调用次数，并了解在使用该类时的变量声明限制。,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPCAPLProfiler.md,True,查询类的构造和定义,True,1.0,"['CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPCAPLProfiler.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerStart.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerStop.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerGetAverageCallTimeNS.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerGetCallCount.md']"
40,simple_task_en,I want to query how to measure the actual execution time of CAPL code segments to troubleshoot performance issues.,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPCAPLProfiler.md,True,查询类的构造和定义,True,1.0,"['CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPCAPLProfiler.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerGetAverageCallTimeNS.md', 'CAPLFunctions/Other/Functions/CAPLfunctionGetSteadyClockCurrentTimeNS.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerStart.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkQueryEventTiming.md']"
40,complex_task_en,"I suspect that some functions in my script are executing too slowly, causing simulation performance issues. I want to know how to use the built-in profiling class (Profiler) to measure the time taken by specific code blocks, retrieve average call time, maximum duration, and total call count via the Start and Stop methods, and understand the variable declaration restrictions when using this class.",CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPCAPLProfiler.md,True,查询类的构造和定义,True,1.0,"['CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPCAPLProfiler.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerStart.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerStop.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerGetAverageCallTimeNS.md', 'CAPLFunctions/Other/Methods/CAPLfunctionCAPLProfilerGetMaximumCallTimeNS.md']"
41,simple_task_zh,我想知道如何通过脚本为信号或环境变量生成特定模式的激励信号（如坡道或翻转信号）。,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestStimulus.md,True,查询类的构造和定义,True,1.0,"['CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestStimulus.md', 'CAPLFunctions/Test/CAPLfunctionsTSLRampStimulus.md', 'CAPLFunctions/Test/Functions/CAPLfunctionStmCreateRampUserDefined.md', 'CANoeCANalyzer/Windows/SignalGenerator/SignalGeneratorTypeRamps.md', 'CAPLFunctions/Test/CAPLfunctionsTSLSampleCode.md']"
41,complex_task_zh,在自动化测试中，我需要对外部设备进行动态刺激。我想了解如何使用测试激励类（TestStimulus）来创建不同类型的信号模式，比如从CSV文件加载数据、生成基于数据库限制或用户定义的坡道信号（Ramp）以及翻转信号（Toggle），并控制激励的启动与停止。,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestStimulus.md,True,查询类的构造和定义,True,1.0,"['CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestStimulus.md', 'CANoeCANalyzer/Test/TestStimulationExamination.md', 'CANoeCANalyzer/J1939/j1939tsl/j1939tslStimulus.md', 'CAPLFunctions/Test/CAPLfunctionsTSLStimulusOverview.md', 'CAPLFunctions/Test/CAPLfunctionsTSLSampleCode.md']"
41,simple_task_en,I want to know how to generate specific patterns of stimulus signals (such as ramp or toggle signals) for signals or environment variables via script.,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestStimulus.md,True,查询类的构造和定义,True,1.0,"['CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestStimulus.md', 'CAPLFunctions/Test/CAPLfunctionsTSLRampStimulus.md', 'CAPLFunctions/Test/CAPLfunctionsTSLSampleCode.md', 'CAPLFunctions/Test/CAPLfunctionsTSLStimulusOverview.md', 'CAPLFunctions/Test/Functions/CAPLfunctionStmCreateToggleDatabase.md']"
41,complex_task_en,"In automated testing, I need to dynamically stimulate external devices. I want to know how to use the TestStimulus class to create different types of signal patterns, such as loading data from CSV files, generating ramp or toggle signals based on database limits or user-defined values, and controlling the start and stop of the stimulus.",CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestStimulus.md,True,查询类的构造和定义,True,1.0,"['CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestStimulus.md', 'CANoeCANalyzer/Test/TestStimulationExamination.md', 'CANoeCANalyzer/J1939/j1939tsl/j1939tslStimulus.md', 'CAPLFunctions/Test/CAPLfunctionsTSLStimulusOverview.md', 'CAPLFunctions/Test/CAPLfunctionsTSLSampleCode.md']"
42,simple_task_zh,我想查询CAPL运行时常见的错误类型以及如何通过代码触发自定义错误处理。,CAPLFunctions/Other/CAPLfunctionsRuntimeError.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/Other/CAPLfunctionsRuntimeError.md', 'CAPLFunctions/Other/Functions/CAPLfunctionRunError.md', 'CAPLBrowser/CAPLBrowserConcept.md', 'Shared/CAPL/General/Warnings.md', 'CAPLBrowser/CAPLBrowser.md']"
42,complex_task_zh,我的脚本经常出现异常终止，我想了解哪些情况会触发运行时错误（比如被零除、数组越界或堆栈溢出）。我想知道系统在检测到这些错误时是如何在Write窗口输出相关信息的，以及我是否可以直接在代码中调用特定的函数来主动报告异常以便进行断言测试。,CAPLFunctions/Other/CAPLfunctionsRuntimeError.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/Other/CAPLfunctionsRuntimeError.md', 'CAPLFunctions/Other/Functions/CAPLfunctionRunError.md', 'CANoeCANalyzer/Windows/Write/WriteWindowNotifications/01SystemMessages.md', 'CAPLFunctions/A429/EventProcedures/CAPLfunctionA429OnA429Error.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDiagErrorInd.md']"
42,simple_task_en,I want to query common CAPL runtime error types and how to trigger custom error handling via code.,CAPLFunctions/Other/CAPLfunctionsRuntimeError.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/Other/CAPLfunctionsRuntimeError.md', 'CAPLFunctions/Other/Functions/CAPLfunctionRunError.md', 'Shared/CAPL/General/Warnings.md', 'CAPLFunctions/Other/CAPLGeneralStartPage.md', 'CANoeCANalyzer/Interfaces/MATLAB/CANoeIOLibrary/MATLABioLibCAPLhandler.md']"
42,complex_task_en,"My script often terminates abnormally, and I want to understand what conditions trigger runtime errors (such as division by zero, array out of bounds, or stack overflow). I want to know how the system outputs relevant information in the Write window when these errors are detected, and if I can directly call a specific function in my code to proactively report anomalies for assertion testing.",CAPLFunctions/Other/CAPLfunctionsRuntimeError.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/Other/CAPLfunctionsRuntimeError.md', 'CAPLFunctions/Other/Functions/CAPLfunctionRunError.md', 'CANoeCANalyzer/Windows/Write/WriteWindow.md', 'CANoeCANalyzer/Windows/Write/WriteWindowNotifications/01SystemMessages.md', 'CANoeCANalyzer/Windows/Write/WriteWindowNotifications.md']"
43,simple_task_zh,我想了解在CAPL中如何使用关联数组（Associative Fields）及其基本操作。,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPAssociativeFields.md,True,查询类的构造和定义,True,3.0,"['CAPLFunctions/AssociativeFields/CAPLfunctionsAssociativeFieldOverview.md', 'Shared/CAPL/General/AssociativeFields.md', 'CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPAssociativeFields.md', 'Shared/CAPL/CAPLIntroduction.md', 'CANoeCANalyzer/CANopen/popups/capl.md']"
43,complex_task_zh,我需要一种能够通过键值对存储数据的数据结构。我想了解关联字段类（Associative fields）提供了哪些方法，比如如何清空数组、检查某个键是否存在、移除特定元素以及获取数组的当前大小。,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPAssociativeFields.md,True,查询类的构造和定义,True,1.0,"['CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPAssociativeFields.md', 'CAPLFunctions/AssociativeFields/CAPLfunctionsAssociativeFieldOverview.md', 'Shared/CAPL/General/AssociativeFields.md', 'CAPLFunctions/AssociativeFields/Functions/CAPLfunctionSize.md', 'CAPLFunctions/AssociativeFields/Functions/CAPLfunctionClear.md']"
43,simple_task_en,I want to know how to use associative arrays (Associative Fields) and their basic operations in CAPL.,CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPAssociativeFields.md,True,查询类的构造和定义,True,3.0,"['CAPLFunctions/AssociativeFields/CAPLfunctionsAssociativeFieldOverview.md', 'Shared/CAPL/General/AssociativeFields.md', 'CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPAssociativeFields.md', 'CAPLFunctions/AssociativeFields/Functions/CAPLfunctionSize.md', 'Shared/CAPL/CAPLIntroduction.md']"
43,complex_task_en,"I need a data structure that can store data via key-value pairs. I want to know which methods the Associative fields class provides, such as how to clear the array, check if a key exists, remove a specific element, and get the current size of the array.",CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPAssociativeFields.md,True,查询类的构造和定义,True,1.0,"['CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPAssociativeFields.md', 'CAPLFunctions/AssociativeFields/CAPLfunctionsAssociativeFieldOverview.md', 'Shared/CAPL/General/AssociativeFields.md', 'CAPLFunctions/AssociativeFields/Functions/CAPLfunctionSize.md', 'CAPLFunctions/AssociativeFields/Functions/CAPLfunctionRemove.md']"
44,simple_task_zh,我想全面了解CANoe中提供的安全（Security）相关CAPL函数和功能。,CAPLFunctions/Security/CAPLFunctionsSecurityOverview.md,True,查询模块总览与导航,True,2.0,"['CANoeCANalyzer/Security/Security.md', 'CAPLFunctions/Security/CAPLFunctionsSecurityOverview.md', 'CANoeCANalyzer/Security/SecurityConcept.md', 'CANoeCANalyzer/CANopen/popups/capl.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md']"
44,complex_task_zh,我的项目涉及车载安全通信，需要查阅安全组件s API。我想了解SecMgrCANoeClient.dll提供的各类功能，包括AES/RSA加解密、计算CMAC、处理SecOC Freshness值、以及如何通过X.509证书类进行证书解析、签名生成和验证等PKI操作。,CAPLFunctions/Security/CAPLFunctionsSecurityOverview.md,True,查询模块总览与导航,True,2.0,"['CANoeCANalyzer/Security/Security.md', 'CAPLFunctions/Security/CAPLFunctionsSecurityOverview.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainSecurity.md', 'SampConf/Car2x/CANoe/C2xBasicSecurityCN/C2xBasicSecurityCN.md', 'CANoeCANalyzer/Ribbon/StimulationSimulation/SecurityConfiguration.md']"
44,simple_task_en,I want to get a comprehensive overview of the security-related CAPL functions and features provided in CANoe.,CAPLFunctions/Security/CAPLFunctionsSecurityOverview.md,True,查询模块总览与导航,False,,"['CAPLBrowser/CAPLBrowser.md', 'CANoeCANalyzer/CANopen/popups/capl.md', 'CANoeCANalyzer/CAPL/CAPL.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'Shared/FunctionExplorer.md']"
44,complex_task_en,"My project involves secure onboard communication, and I need to consult the Security components API. I want to know about the various functions provided by SecMgrCANoeClient.dll, including AES/RSA encryption and decryption, CMAC calculation, handling SecOC Freshness values, and how to perform PKI operations like certificate parsing, signature generation, and verification using the X.509 certificate class.",CAPLFunctions/Security/CAPLFunctionsSecurityOverview.md,True,查询模块总览与导航,True,2.0,"['CANoeCANalyzer/Security/Security.md', 'CAPLFunctions/Security/CAPLFunctionsSecurityOverview.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainSecurity.md', 'CANoeCANalyzer/Ribbon/StimulationSimulation/SecurityConfiguration.md', 'CANoeCANalyzer/Security/SecuritySupport.md']"
45,simple_task_zh,我想查询Car2x（V2X）通信功能执行失败时的错误代码及其详细含义。,CAPLFunctions/Car2x/CAPLfunctionsCar2xErrorCodes.md,True,查询错误代码定义,True,1.0,"['CAPLFunctions/Car2x/CAPLfunctionsCar2xErrorCodes.md', 'CANoeCANalyzer/Car2x/Car2xFeatures.md', 'CANoeCANalyzer/Car2x/Car2x.md', 'CAPLFunctions/Car2x/Functions/CAPLfunctionC2xGetLastError.md', 'CANoeCANalyzer/Car2x/Car2xReferences.md']"
45,complex_task_zh,我在调试车联网（Car2x）脚本时遇到了一些形如'46-01xx'的错误代码。我需要查找一份清单，了解这些代码具体代表什么错误，比如是由于协议不可用、编码错误、数据包解析失败，还是由于Security模块未找到或证书签名权限不足导致的。,CAPLFunctions/Car2x/CAPLfunctionsCar2xErrorCodes.md,True,查询错误代码定义,True,1.0,"['CAPLFunctions/Car2x/CAPLfunctionsCar2xErrorCodes.md', 'CAPLFunctions/IP/AVBIL/CAPLfunctionsAVBILErrorCode.md', 'CAPLFunctions/ADFX/CAPLfunctionsAFDXErrorCodes.md', 'CAPLFunctions/IP/CAPLfunctionsIPErrorCodes.md', 'CAPLFunctions/CANopen/NodeLayerTFS/CAPLfunctionsCANopenNLTFSErrorCodes.md']"
45,simple_task_en,I want to query the error codes and their detailed meanings when Car2x (V2X) communication functions fail to execute.,CAPLFunctions/Car2x/CAPLfunctionsCar2xErrorCodes.md,True,查询错误代码定义,True,2.0,"['CANoeCANalyzer/Car2x/Car2xFeatures.md', 'CAPLFunctions/Car2x/CAPLfunctionsCar2xErrorCodes.md', 'CAPLFunctions/Car2x/Functions/CAPLfunctionC2xGetLastError.md', 'CANoeCANalyzer/Car2x/Car2x.md', 'CANoeCANalyzer/Car2x/windows/ProtocolAnalyzer/ProtocolAnalyzer.md']"
45,complex_task_en,"While debugging vehicle-to-everything (Car2x) scripts, I encountered some error codes in the form '46-01xx'. I need to find a list to understand what these codes specifically represent, such as whether they are due to unavailable protocols, encoding errors, packet parsing failures, or caused by the Security module not being found or insufficient certificate signing permissions.",CAPLFunctions/Car2x/CAPLfunctionsCar2xErrorCodes.md,True,查询错误代码定义,True,1.0,"['CAPLFunctions/Car2x/CAPLfunctionsCar2xErrorCodes.md', 'CAPLFunctions/ADFX/CAPLfunctionsAFDXErrorCodes.md', 'CAPLFunctions/IP/AVBIL/CAPLfunctionsAVBILErrorCode.md', 'CAPLFunctions/IP/CAPLfunctionsIPErrorCodes.md', 'CANoeCANalyzer/Windows/Trace/TraceWindowCar2xErrorIndication.md']"
46,simple_task_zh,我想查询如何使用StmCreate_Ramp函数来创建一个坡道刺激发生器。,CAPLFunctions/Test/CAPLfunctionsTSLRampStimulus.md,True,查询具体的函数/方法,True,4.0,"['CAPLFunctions/Test/Functions/CAPLfunctionStmCreateRampUserDefined.md', 'CAPLFunctions/Test/CAPLfunctionsTSLSampleCode.md', 'CAPLFunctions/Test/Functions/CAPLfunctionStmCreateRampDatabase.md', 'CAPLFunctions/Test/CAPLfunctionsTSLRampStimulus.md', 'CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestStimulus.md']"
46,complex_task_zh,我需要为某个信号配置一个周期性更新的坡道激励（Ramp Stimulus）。我想了解如何通过StmCreate_Ramp指定起始值A和终止值B作为上下限，如何使用Reset函数让斜坡立即重置，以及配置Time Up、Time High或Time Down这些时间参数时的基本要求。,CAPLFunctions/Test/CAPLfunctionsTSLRampStimulus.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Test/CAPLfunctionsTSLRampStimulus.md', 'CAPLFunctions/Test/Functions/CAPLfunctionStmCreateRampUserDefined.md', 'CAPLFunctions/Test/Functions/CAPLfunctionStmCreateRampDatabase.md', 'CAPLFunctions/Test/CAPLfunctionsTSLSampleCode.md', 'CANoeCANalyzer/FunctionBlocks/IG/IDD_VG_CFG_RAMPS.md']"
46,simple_task_en,I want to query how to use the StmCreate_Ramp function to create a ramp stimulus generator.,CAPLFunctions/Test/CAPLfunctionsTSLRampStimulus.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Test/CAPLfunctionsTSLRampStimulus.md', 'CAPLFunctions/Test/CAPLfunctionsTSLSampleCode.md', 'CAPLFunctions/Test/Functions/CAPLfunctionStmCreateRampUserDefined.md', 'CAPLFunctions/Test/Functions/CAPLfunctionStmCreateRampDatabase.md', 'CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPTestStimulus.md']"
46,complex_task_en,"I need to configure a periodically updated ramp stimulus for a certain signal. I want to know how to use StmCreate_Ramp to specify starting value A and ending value B as the upper and lower limits, how to use the Reset function to immediately reset the ramp, and the basic requirements for configuring time parameters like Time Up, Time High, or Time Down.",CAPLFunctions/Test/CAPLfunctionsTSLRampStimulus.md,True,查询具体的函数/方法,True,1.0,"['CAPLFunctions/Test/CAPLfunctionsTSLRampStimulus.md', 'CAPLFunctions/Test/Functions/CAPLfunctionStmCreateRampUserDefined.md', 'CAPLFunctions/Test/Functions/CAPLfunctionStmCreateRampDatabase.md', 'CAPLFunctions/Test/CAPLfunctionsTSLSampleCode.md', 'CANoeCANalyzer/FunctionBlocks/IG/IDD_VG_CFG_RAMPS.md']"
47,simple_task_zh,我想了解CANoe中诊断CAPL函数的所有分类和详细列表。,CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md,True,查询模块总览与导航,False,,"['Shared/FunctionExplorer.md', 'CAPLBrowser/CAPLBrowser.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsExpandedFunctions.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md']"
47,complex_task_zh,我正在开发诊断自动化脚本，需要一个能够覆盖所有诊断API的概览手册。我想查阅关于访问单个参数（如获取编码/原始值）、操作整个诊断对象（如判断正负响应）、控制DoIP连接、vFlash自动化以及变体识别（Variant Identification）等各个子模块的函数列表。,CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md', 'CANoeCANalyzer/Diagnostics/DiagnosticParametersWindow/DiagnosticParametersWindow.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticStartPage.md', 'Externals/DiagConsole/ID_POPUP_CLASS_VIEW_DIAG.md', 'CAPLFunctions/ObjectOrientedProg/CAPLfunctionsOOPDiagResponse.md']"
47,simple_task_en,I want an overview and a detailed list of all diagnostic CAPL functions in CANoe.,CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md,True,查询模块总览与导航,False,,"['CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsExpandedFunctions.md', 'CAPLBrowser/CAPLBrowser.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticStartPage.md', 'CAPLFunctions/Other/CAPLfunctionsGeneralOverview.md', 'Shared/FunctionExplorer.md']"
47,complex_task_en,"I'm developing a diagnostic automation script and need an overview manual covering all diagnostic APIs. I want to check function lists for various sub-modules such as accessing individual parameters (e.g., getting coded/raw values), manipulating entire diagnostic objects (e.g., judging positive/negative responses), controlling DoIP connections, vFlash automation, and variant identification.",CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/Diagnostics/CAPLfunctionsDiagnosticsOverview.md', 'CANoeCANalyzer/Diagnostics/DiagnosticParametersWindow/DiagnosticParametersWindow.md', 'CAPLFunctions/Diagnostics/CAPLDiagnosticStartPage.md', 'CANoeCANalyzer/Diagnostics/Analysis/DiagnosticsDiagnosticsObjectsInCAPL.md', 'SampConf/SampConfsDiagnostics.md']"
48,simple_task_zh,我想查询CANoe 16版本中新增了哪些CAPL函数。,CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md', 'CAPLFunctions/Obsolete/CAPLfunctionsObsoleteOverview.md']"
48,complex_task_zh,作为开发者，我需要了解CANoe 16及后续服务包（SP）中引入的新功能。我想查询涵盖CAN统计、以太网统计（如ethGetLinkSpeed）、FlexRay统计、J1939新指令以及关联字段类（Associative Fields）新方法等各个总线类别和特性领域的函数更新列表。,CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/NewFeatures.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesOptionCAN.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md']"
48,simple_task_en,I want to query the new CAPL functions added in CANoe version 16.,CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainGeneral.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures160.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md']"
48,complex_task_en,"As a developer, I need to understand the new features introduced in CANoe 16 and subsequent service packs (SP). I want to query the list of function updates across various bus categories and feature areas, such as CAN statistics, Ethernet statistics (e.g., ethGetLinkSpeed), FlexRay statistics, new J1939 instructions, and new methods for the Associative Fields class.",CAPLFunctions/Other/CAPLfunctionsNewOverview.md,True,查询模块总览与导航,False,,"['CANoeCANalyzer/NewFeatures/NewFeatures.md', 'CANoeCANalyzer/NewFeatures/Domain/NewFeaturesDomainCAPLBrowser.md', 'CAPLFunctions/CAN/CAPLfunctionsCANOverview.md', 'CAPLFunctions/Obsolete/CAPLfunctionsDeprecatedOverview.md', 'CANoeCANalyzer/NewFeatures/Version/CANoeCANalyzerNewFeatures130.md']"
49,simple_task_zh,我想查询如何使用CAPL中的TLS API来加密TCP套接字连接。,CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPEnableTLS.md', 'SampConf/Ethernet/CANoe/Chat/ChatTLScn.md', 'Shared/CAPL/TCPIPAPI/TCPIPAPI.md', 'CANoeCANalyzer/Security/SecurityTLS.md']"
49,complex_task_zh,我需要实现安全的TCP通信。我想了解如何使用TLS API，包括如何通过Vector Security Manager配置配置文件、如何作为客户端或服务器启动握手（Handshake），以及如何处理TLS握手完成（OnTlsHandshakeComplete）或连接关闭的事件回调。,CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPEnableTLS.md', 'CANoeCANalyzer/Ethernet/Protocols/ProtocolTLS.md', 'CAPLFunctions/SmartCharging/Functions/CAPLfunctionSCC_SetTLSEnabled.md', 'SampConf/Ethernet/CANoe/Chat/ChatTLScn.md']"
49,simple_task_en,I want to query how to use the TLS API in CAPL to encrypt TCP socket connections.,CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPEnableTLS.md', 'SampConf/Ethernet/CANoe/Chat/ChatTLScn.md', 'CAPLFunctions/TLSAPI/Functions/CAPLfunctiontlsOpen.md', 'CANoeCANalyzer/Security/SecurityTLS.md']"
49,complex_task_en,"I need to implement secure TCP communication. I want to know how to use the TLS API, including how to configure profiles via the Vector Security Manager, how to initiate handshakes as a client or server, and how to handle event callbacks for TLS handshake completion (OnTlsHandshakeComplete) or connection closure.",CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md,True,查询模块总览与导航,True,1.0,"['CAPLFunctions/TLSAPI/CAPLfunctionsTLSOverview.md', 'CANoeCANalyzer/Ethernet/Protocols/ProtocolTLS.md', 'CAPLFunctions/Diagnostics/Functions/CAPLfunctionDoIPEnableTLS.md', 'CAPLFunctions/SmartCharging/Callbacks/CAPLfunctionSCC_TLSHandshakeInd.md', 'CANoeCANalyzer/Security/SecurityTLS.md']"
50,simple_task_zh,我想了解LIN总线中存在的显性超时（Dominant Timeout）问题及其解决方法。,CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetDominantTimeout.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestWaitForLinLongDominantSignal.md', 'CAPLFunctions/LIN/Selectors/CAPLfunctionLINLongDominantSignal.md', 'CAPLFunctions/LIN/EventProcedures/CAPLfunctionOnLINLongDominantSignal.md']"
50,complex_task_zh,我在使用低波特率（如1 kBaud）开发LIN节点时，报文中的显性位总是被截断。我想了解7259收发器中6到20 ms的显性超时限制及其影响。我需要查询如何利用辅助电路（如7259mag-cab）来绕过这些限制，以及这可能对信号上升沿产生的影响。,CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSendBitStream.md', 'CAPLFunctions/Test/Functions/CAPLfunctionChkStartLinMasterBaudrateViolation.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSendVariableBitStream.md', 'TestCommands/CheckDescriptions/CDLINBaudrate.md']"
50,simple_task_en,I want to understand the dominant timeout issue in the LIN bus and its solutions.,CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md,True,查询核心概念与技术细节,True,1.0,"['CAPLFunctions/LIN/CAPLfunctionsLINTimeoutPrevention.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetDominantTimeout.md', 'CAPLFunctions/Test/Functions/CAPLfunctionTestWaitForLinLongDominantSignal.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINGetBusIdleTimeout.md', 'CAPLFunctions/LIN/Functions/CAPLfunctionLINSetBusIdleTimeout.md']"
